From_ID,Origin,To_ID,Destination,Fare
KJ31,USJ 7 (KJL),KJ36,Subang Alam,2.3
KJ32,Taipan,KJ36,Subang Alam,2.2
KJ33,Wawasan,KJ36,Subang Alam,1.8
KJ34,USJ 21,KJ36,Subang Alam,1.7
KJ35,Alam Megah,KJ36,Subang Alam,1.2
KJ36,Subang Alam,KJ36,Subang Alam,0
KJ37,Putra Heights (KJL),KJ36,Subang Alam,1.3
KG4,Sungai Buloh,KJ36,Subang Alam,5.9
KG5,Kampung Selamat,KJ36,Subang Alam,6.5
KG5A,Kwasa Damansara,KJ36,Subang Alam,6.1
KG6,Kwasa Sentral,KJ36,Subang Alam,6
KG7,Kota Damansara,KJ36,Subang Alam,6.2
KG8,Surian,KJ36,Subang Alam,5.9
KG9,Mutiara Damansara,KJ36,Subang Alam,6
KG10,Bandar Utama,KJ36,Subang Alam,5.7
KG12,TTDI,KJ36,Subang Alam,5.4
KG12A,Phileo Damansara,KJ36,Subang Alam,5.5
KG13,Pusat Bandar Damansara,KJ36,Subang Alam,4.8
KG14,Semantan,KJ36,Subang Alam,4.6
KG15,Muzium Negara,KJ36,Subang Alam,3.9
KG16,Pasar Seni (SBK),KJ36,Subang Alam,3.6
KG17,Merdeka,KJ36,Subang Alam,3.8
KG18A,Bukit Bintang,KJ36,Subang Alam,4.1
KG20,Tun Razak Exchange (TRX),KJ36,Subang Alam,4.4
KG21,Cochrane,KJ36,Subang Alam,4.6
KG22,Maluri (SBK),KJ36,Subang Alam,4
KG23,Taman Pertama,KJ36,Subang Alam,4.5
KG24,Taman Midah,KJ36,Subang Alam,4.7
KG25,Taman Mutiara,KJ36,Subang Alam,5
KG26,Taman Connaught,KJ36,Subang Alam,5.3
KG27,Taman Suntex,KJ36,Subang Alam,5.8
KG28,Sri Raya,KJ36,Subang Alam,5.8
KG29,Bandar Tun Hussein Onn,KJ36,Subang Alam,6.1
KG30,Batu 11 Cheras,KJ36,Subang Alam,6.2
KG31,Bukit Dukung,KJ36,Subang Alam,6.1
KG33,Sungai Jernih,KJ36,Subang Alam,6.6
KG34,Stadium Kajang,KJ36,Subang Alam,6.7
KG35,Kajang,KJ36,Subang Alam,6.4
KJ1,Gombak,KJ37,Putra Heights (KJL),5.3
KJ2,Taman Melati,KJ37,Putra Heights (KJL),5.1
KJ3,Wangsa Maju,KJ37,Putra Heights (KJL),4.9
KJ4,Sri Rampai,KJ37,Putra Heights (KJL),4.8
KJ5,Setiawangsa,KJ37,Putra Heights (KJL),4.5
KJ6,Jelatek,KJ37,Putra Heights (KJL),4.5
KJ7,Dato' Keramat,KJ37,Putra Heights (KJL),4.4
KJ8,Damai,KJ37,Putra Heights (KJL),4.3
KJ9,Ampang Park,KJ37,Putra Heights (KJL),4.2
KJ10,KLCC,KJ37,Putra Heights (KJL),4.1
KJ11,Kampung Baru,KJ37,Putra Heights (KJL),4
KJ12,Dang Wangi,KJ37,Putra Heights (KJL),4
KJ13,Masjid Jamek (KJL),KJ37,Putra Heights (KJL),3.8
KJ14,Pasar Seni (KJL),KJ37,Putra Heights (KJL),3.7
KJ15,KL Sentral (KJL),KJ37,Putra Heights (KJL),3.6
KJ16,Bangsar,KJ37,Putra Heights (KJL),3.5
KJ17,Abdullah Hukum,KJ37,Putra Heights (KJL),3.4
KJ18,Kerinchi,KJ37,Putra Heights (KJL),3.3
KJ19,Universiti,KJ37,Putra Heights (KJL),3.3
KJ20,Taman Jaya,KJ37,Putra Heights (KJL),3.7
KJ21,Asia Jaya,KJ37,Putra Heights (KJL),3.6
KJ22,Taman Paramount,KJ37,Putra Heights (KJL),3.4
KJ23,Taman Bahagia,KJ37,Putra Heights (KJL),3.3
KJ24,Kelana Jaya,KJ37,Putra Heights (KJL),3.7
KJ25,Lembah Subang,KJ37,Putra Heights (KJL),3.5
KJ26,Ara Damansara,KJ37,Putra Heights (KJL),3.3
KJ27,Glenmarie,KJ37,Putra Heights (KJL),3.1
KJ28,Subang Jaya,KJ37,Putra Heights (KJL),3.3
KJ29,SS 15,KJ37,Putra Heights (KJL),3
KJ30,SS 18,KJ37,Putra Heights (KJL),2.8
KJ31,USJ 7 (KJL),KJ37,Putra Heights (KJL),2.7
KJ32,Taipan,KJ37,Putra Heights (KJL),2.5
KJ33,Wawasan,KJ37,Putra Heights (KJL),2.2
KJ34,USJ 21,KJ37,Putra Heights (KJL),2
KJ35,Alam Megah,KJ37,Putra Heights (KJL),1.6
KJ36,Subang Alam,KJ37,Putra Heights (KJL),1.3
KJ37,Putra Heights (KJL),KJ37,Putra Heights (KJL),0
KG4,Sungai Buloh,KJ37,Putra Heights (KJL),6.6
KG5,Kampung Selamat,KJ37,Putra Heights (KJL),6.6
KG5A,Kwasa Damansara,KJ37,Putra Heights (KJL),6.3
KG6,Kwasa Sentral,KJ37,Putra Heights (KJL),6.2
KG7,Kota Damansara,KJ37,Putra Heights (KJL),6.3
KG8,Surian,KJ37,Putra Heights (KJL),6.1
KG9,Mutiara Damansara,KJ37,Putra Heights (KJL),6.2
KG10,Bandar Utama,KJ37,Putra Heights (KJL),5.9
KG12,TTDI,KJ37,Putra Heights (KJL),5.6
KG12A,Phileo Damansara,KJ37,Putra Heights (KJL),5.6
KG13,Pusat Bandar Damansara,KJ37,Putra Heights (KJL),5
KG14,Semantan,KJ37,Putra Heights (KJL),4.7
KG15,Muzium Negara,KJ37,Putra Heights (KJL),4.1
KG16,Pasar Seni (SBK),KJ37,Putra Heights (KJL),3.7
KG17,Merdeka,KJ37,Putra Heights (KJL),3.8
KG18A,Bukit Bintang,KJ37,Putra Heights (KJL),4.1
KG20,Tun Razak Exchange (TRX),KJ37,Putra Heights (KJL),4.1
KG21,Cochrane,KJ37,Putra Heights (KJL),3.8
KG22,Maluri (SBK),KJ37,Putra Heights (KJL),3.6
KG23,Taman Pertama,KJ37,Putra Heights (KJL),4
KG24,Taman Midah,KJ37,Putra Heights (KJL),4.3
KG25,Taman Mutiara,KJ37,Putra Heights (KJL),4.6
KG26,Taman Connaught,KJ37,Putra Heights (KJL),4.9
KG27,Taman Suntex,KJ37,Putra Heights (KJL),5.4
KG28,Sri Raya,KJ37,Putra Heights (KJL),5.4
KG29,Bandar Tun Hussein Onn,KJ37,Putra Heights (KJL),5.6
KG30,Batu 11 Cheras,KJ37,Putra Heights (KJL),5.8
KG31,Bukit Dukung,KJ37,Putra Heights (KJL),5.5
KG33,Sungai Jernih,KJ37,Putra Heights (KJL),6.2
KG34,Stadium Kajang,KJ37,Putra Heights (KJL),6.3
KG35,Kajang,KJ37,Putra Heights (KJL),5.9
KJ1,Gombak,KG4,Sungai Buloh,5.7
KJ2,Taman Melati,KG4,Sungai Buloh,5.4
KJ3,Wangsa Maju,KG4,Sungai Buloh,5.5
KJ4,Sri Rampai,KG4,Sungai Buloh,5.3
KJ5,Setiawangsa,KG4,Sungai Buloh,5.2
KJ6,Jelatek,KG4,Sungai Buloh,5
KJ7,Dato' Keramat,KG4,Sungai Buloh,4.8
KJ8,Damai,KG4,Sungai Buloh,4.7
KJ9,Ampang Park,KG4,Sungai Buloh,4.4
KJ10,KLCC,KG4,Sungai Buloh,4.2
KJ11,Kampung Baru,KG4,Sungai Buloh,4.1
KJ12,Dang Wangi,KG4,Sungai Buloh,3.8
KJ13,Masjid Jamek (KJL),KG4,Sungai Buloh,3.5
KJ14,Pasar Seni (KJL),KG4,Sungai Buloh,3.2
KJ15,KL Sentral (KJL),KG4,Sungai Buloh,3.6
KJ16,Bangsar,KG4,Sungai Buloh,3.9
KJ17,Abdullah Hukum,KG4,Sungai Buloh,4.2
KJ18,Kerinchi,KG4,Sungai Buloh,4.3
KJ19,Universiti,KG4,Sungai Buloh,4.4
KJ20,Taman Jaya,KG4,Sungai Buloh,5
KJ21,Asia Jaya,KG4,Sungai Buloh,5.1
KJ22,Taman Paramount,KG4,Sungai Buloh,5.1
KJ23,Taman Bahagia,KG4,Sungai Buloh,5.3
KJ24,Kelana Jaya,KG4,Sungai Buloh,5.5
KJ25,Lembah Subang,KG4,Sungai Buloh,5.4
KJ26,Ara Damansara,KG4,Sungai Buloh,5.5
KJ27,Glenmarie,KG4,Sungai Buloh,5.7
KJ28,Subang Jaya,KG4,Sungai Buloh,5.9
KJ29,SS 15,KG4,Sungai Buloh,5.6
KJ30,SS 18,KG4,Sungai Buloh,5.7
KJ31,USJ 7 (KJL),KG4,Sungai Buloh,5.9
KJ32,Taipan,KG4,Sungai Buloh,6
KJ33,Wawasan,KG4,Sungai Buloh,5.5
KJ34,USJ 21,KG4,Sungai Buloh,5.6
KJ35,Alam Megah,KG4,Sungai Buloh,5.7
KJ36,Subang Alam,KG4,Sungai Buloh,5.9
KJ37,Putra Heights (KJL),KG4,Sungai Buloh,6
KG4,Sungai Buloh,KG4,Sungai Buloh,0
KG5,Kampung Selamat,KG4,Sungai Buloh,1.2
KG5A,Kwasa Damansara,KG4,Sungai Buloh,1.8
KG6,Kwasa Sentral,KG4,Sungai Buloh,2
KG7,Kota Damansara,KG4,Sungai Buloh,2.6
KG8,Surian,KG4,Sungai Buloh,2.7
KG9,Mutiara Damansara,KG4,Sungai Buloh,3.1
KG10,Bandar Utama,KG4,Sungai Buloh,3.3
KG12,TTDI,KG4,Sungai Buloh,3.2
KG12A,Phileo Damansara,KG4,Sungai Buloh,3.5
KG13,Pusat Bandar Damansara,KG4,Sungai Buloh,3.3
KG14,Semantan,KG4,Sungai Buloh,3.4
KG15,Muzium Negara,KG4,Sungai Buloh,3.1
KG16,Pasar Seni (SBK),KG4,Sungai Buloh,3.2
KG17,Merdeka,KG4,Sungai Buloh,3.3
KG18A,Bukit Bintang,KG4,Sungai Buloh,3.4
KG20,Tun Razak Exchange (TRX),KG4,Sungai Buloh,3.5
KG21,Cochrane,KG4,Sungai Buloh,3.6
KG22,Maluri (SBK),KG4,Sungai Buloh,3.7
KG23,Taman Pertama,KG4,Sungai Buloh,3.9
KG24,Taman Midah,KG4,Sungai Buloh,4
KG25,Taman Mutiara,KG4,Sungai Buloh,4.1
KG26,Taman Connaught,KG4,Sungai Buloh,4.3
KG27,Taman Suntex,KG4,Sungai Buloh,4.5
KG28,Sri Raya,KG4,Sungai Buloh,4.6
KG29,Bandar Tun Hussein Onn,KG4,Sungai Buloh,4.8
KG30,Batu 11 Cheras,KG4,Sungai Buloh,4.8
KG31,Bukit Dukung,KG4,Sungai Buloh,5
KG33,Sungai Jernih,KG4,Sungai Buloh,5.3
KG34,Stadium Kajang,KG4,Sungai Buloh,5.4
KG35,Kajang,KG4,Sungai Buloh,5.5
KJ1,Gombak,KG5,Kampung Selamat,6.3
KJ2,Taman Melati,KG5,Kampung Selamat,6
KJ3,Wangsa Maju,KG5,Kampung Selamat,6.1
KJ4,Sri Rampai,KG5,Kampung Selamat,5.9
KJ5,Setiawangsa,KG5,Kampung Selamat,5.8
KJ6,Jelatek,KG5,Kampung Selamat,5.6
KJ7,Dato' Keramat,KG5,Kampung Selamat,5.4
KJ8,Damai,KG5,Kampung Selamat,5.3
KJ9,Ampang Park,KG5,Kampung Selamat,5
KJ10,KLCC,KG5,Kampung Selamat,4.8
KJ11,Kampung Baru,KG5,Kampung Selamat,4.7
KJ12,Dang Wangi,KG5,Kampung Selamat,4.4
KJ13,Masjid Jamek (KJL),KG5,Kampung Selamat,4.1
KJ14,Pasar Seni (KJL),KG5,Kampung Selamat,3.8
KJ15,KL Sentral (KJL),KG5,Kampung Selamat,4.2
KJ16,Bangsar,KG5,Kampung Selamat,4.5
KJ17,Abdullah Hukum,KG5,Kampung Selamat,4.8
KJ18,Kerinchi,KG5,Kampung Selamat,5.9
KJ19,Universiti,KG5,Kampung Selamat,5
KJ20,Taman Jaya,KG5,Kampung Selamat,5.6
KJ21,Asia Jaya,KG5,Kampung Selamat,5.7
KJ22,Taman Paramount,KG5,Kampung Selamat,5.7
KJ23,Taman Bahagia,KG5,Kampung Selamat,5.9
KJ24,Kelana Jaya,KG5,Kampung Selamat,6.1
KJ25,Lembah Subang,KG5,Kampung Selamat,6
KJ26,Ara Damansara,KG5,Kampung Selamat,6.1
KJ27,Glenmarie,KG5,Kampung Selamat,6.3
KJ28,Subang Jaya,KG5,Kampung Selamat,6.6
KJ29,SS 15,KG5,Kampung Selamat,6.2
KJ30,SS 18,KG5,Kampung Selamat,6.3
KJ31,USJ 7 (KJL),KG5,Kampung Selamat,6.5
KJ32,Taipan,KG5,Kampung Selamat,6.6
KJ33,Wawasan,KG5,Kampung Selamat,6.1
KJ34,USJ 21,KG5,Kampung Selamat,6.2
KJ35,Alam Megah,KG5,Kampung Selamat,6.3
KJ36,Subang Alam,KG5,Kampung Selamat,6.5
KJ37,Putra Heights (KJL),KG5,Kampung Selamat,6.6
KG4,Sungai Buloh,KG5,Kampung Selamat,1.2
KG5,Kampung Selamat,KG5,Kampung Selamat,0
KG5A,Kwasa Damansara,KG5,Kampung Selamat,1.5
KG6,Kwasa Sentral,KG5,Kampung Selamat,1.8
KG7,Kota Damansara,KG5,Kampung Selamat,2.3
KG8,Surian,KG5,Kampung Selamat,2.7
KG9,Mutiara Damansara,KG5,Kampung Selamat,2.8
KG10,Bandar Utama,KG5,Kampung Selamat,3.1
KG12,TTDI,KG5,Kampung Selamat,3.4
KG12A,Phileo Damansara,KG5,Kampung Selamat,3.3
KG13,Pusat Bandar Damansara,KG5,Kampung Selamat,3.7
KG14,Semantan,KG5,Kampung Selamat,3.3
KG15,Muzium Negara,KG5,Kampung Selamat,3.7
KG16,Pasar Seni (SBK),KG5,Kampung Selamat,3.8
KG17,Merdeka,KG5,Kampung Selamat,3.2
KG18A,Bukit Bintang,KG5,Kampung Selamat,3.3
KG20,Tun Razak Exchange (TRX),KG5,Kampung Selamat,3.4
KG21,Cochrane,KG5,Kampung Selamat,3.5
KG22,Maluri (SBK),KG5,Kampung Selamat,3.6
KG23,Taman Pertama,KG5,Kampung Selamat,3.8
KG24,Taman Midah,KG5,Kampung Selamat,3.9
KG25,Taman Mutiara,KG5,Kampung Selamat,4
KG26,Taman Connaught,KG5,Kampung Selamat,4.2
KG27,Taman Suntex,KG5,Kampung Selamat,4.4
KG28,Sri Raya,KG5,Kampung Selamat,4.5
KG29,Bandar Tun Hussein Onn,KG5,Kampung Selamat,4.6
KG30,Batu 11 Cheras,KG5,Kampung Selamat,4.7
KG31,Bukit Dukung,KG5,Kampung Selamat,4.9
KG33,Sungai Jernih,KG5,Kampung Selamat,5.2
KG34,Stadium Kajang,KG5,Kampung Selamat,5.2
KG35,Kajang,KG5,Kampung Selamat,5.4
KJ1,Gombak,KG5A,Kwasa Damansara,6
KJ2,Taman Melati,KG5A,Kwasa Damansara,5.7
KJ3,Wangsa Maju,KG5A,Kwasa Damansara,5.8
KJ4,Sri Rampai,KG5A,Kwasa Damansara,5.6
KJ5,Setiawangsa,KG5A,Kwasa Damansara,5.5
KJ6,Jelatek,KG5A,Kwasa Damansara,5.3
KJ7,Dato' Keramat,KG5A,Kwasa Damansara,5.1
KJ8,Damai,KG5A,Kwasa Damansara,4.9
KJ9,Ampang Park,KG5A,Kwasa Damansara,4.7
KJ10,KLCC,KG5A,Kwasa Damansara,4.5
KJ11,Kampung Baru,KG5A,Kwasa Damansara,4.4
KJ12,Dang Wangi,KG5A,Kwasa Damansara,4.1
KJ13,Masjid Jamek (KJL),KG5A,Kwasa Damansara,3.8
KJ14,Pasar Seni (KJL),KG5A,Kwasa Damansara,3.5
KJ15,KL Sentral (KJL),KG5A,Kwasa Damansara,3.9
KJ16,Bangsar,KG5A,Kwasa Damansara,4.2
KJ17,Abdullah Hukum,KG5A,Kwasa Damansara,4.5
KJ18,Kerinchi,KG5A,Kwasa Damansara,4.5
KJ19,Universiti,KG5A,Kwasa Damansara,4.7
KJ20,Taman Jaya,KG5A,Kwasa Damansara,5.2
KJ21,Asia Jaya,KG5A,Kwasa Damansara,5.4
KJ22,Taman Paramount,KG5A,Kwasa Damansara,5.4
KJ23,Taman Bahagia,KG5A,Kwasa Damansara,5.6
KJ24,Kelana Jaya,KG5A,Kwasa Damansara,5.8
KJ25,Lembah Subang,KG5A,Kwasa Damansara,5.6
KJ26,Ara Damansara,KG5A,Kwasa Damansara,5.8
KJ27,Glenmarie,KG5A,Kwasa Damansara,6
KJ28,Subang Jaya,KG5A,Kwasa Damansara,6.2
KJ29,SS 15,KG5A,Kwasa Damansara,5.8
KJ30,SS 18,KG5A,Kwasa Damansara,6
KJ31,USJ 7 (KJL),KG5A,Kwasa Damansara,6.2
KJ32,Taipan,KG5A,Kwasa Damansara,6.3
KJ33,Wawasan,KG5A,Kwasa Damansara,5.7
KJ34,USJ 21,KG5A,Kwasa Damansara,5.8
KJ35,Alam Megah,KG5A,Kwasa Damansara,6
KJ36,Subang Alam,KG5A,Kwasa Damansara,6.1
KJ37,Putra Heights (KJL),KG5A,Kwasa Damansara,6.3
KG4,Sungai Buloh,KG5A,Kwasa Damansara,1.8
KG5,Kampung Selamat,KG5A,Kwasa Damansara,1.5
KG5A,Kwasa Damansara,KG5A,Kwasa Damansara,0
KG6,Kwasa Sentral,KG5A,Kwasa Damansara,1.1
KG7,Kota Damansara,KG5A,Kwasa Damansara,1.8
KG8,Surian,KG5A,Kwasa Damansara,2.1
KG9,Mutiara Damansara,KG5A,Kwasa Damansara,2.6
KG10,Bandar Utama,KG5A,Kwasa Damansara,2.6
KG12,TTDI,KG5A,Kwasa Damansara,3
KG12A,Phileo Damansara,KG5A,Kwasa Damansara,3.2
KG13,Pusat Bandar Damansara,KG5A,Kwasa Damansara,3.3
KG14,Semantan,KG5A,Kwasa Damansara,3.5
KG15,Muzium Negara,KG5A,Kwasa Damansara,3.4
KG16,Pasar Seni (SBK),KG5A,Kwasa Damansara,3.5
KG17,Merdeka,KG5A,Kwasa Damansara,3.6
KG18A,Bukit Bintang,KG5A,Kwasa Damansara,3.7
KG20,Tun Razak Exchange (TRX),KG5A,Kwasa Damansara,3.2
KG21,Cochrane,KG5A,Kwasa Damansara,3.3
KG22,Maluri (SBK),KG5A,Kwasa Damansara,3.4
KG23,Taman Pertama,KG5A,Kwasa Damansara,3.5
KG24,Taman Midah,KG5A,Kwasa Damansara,3.6
KG25,Taman Mutiara,KG5A,Kwasa Damansara,3.8
KG26,Taman Connaught,KG5A,Kwasa Damansara,3.9
KG27,Taman Suntex,KG5A,Kwasa Damansara,4.1
KG28,Sri Raya,KG5A,Kwasa Damansara,4.3
KG29,Bandar Tun Hussein Onn,KG5A,Kwasa Damansara,4.4
KG30,Batu 11 Cheras,KG5A,Kwasa Damansara,4.5
KG31,Bukit Dukung,KG5A,Kwasa Damansara,4.6
KG33,Sungai Jernih,KG5A,Kwasa Damansara,4.9
KG34,Stadium Kajang,KG5A,Kwasa Damansara,5
KG35,Kajang,KG5A,Kwasa Damansara,5.1
KJ1,Gombak,KG6,Kwasa Sentral,5.8
KJ2,Taman Melati,KG6,Kwasa Sentral,5.6
KJ3,Wangsa Maju,KG6,Kwasa Sentral,5.7
KJ4,Sri Rampai,KG6,Kwasa Sentral,5.5
KJ5,Setiawangsa,KG6,Kwasa Sentral,5.3
KJ6,Jelatek,KG6,Kwasa Sentral,5.1
KJ7,Dato' Keramat,KG6,Kwasa Sentral,5
KJ8,Damai,KG6,Kwasa Sentral,4.8
KJ9,Ampang Park,KG6,Kwasa Sentral,4.6
KJ10,KLCC,KG6,Kwasa Sentral,4.4
KJ11,Kampung Baru,KG6,Kwasa Sentral,4.2
KJ12,Dang Wangi,KG6,Kwasa Sentral,4
KJ13,Masjid Jamek (KJL),KG6,Kwasa Sentral,3.6
KJ14,Pasar Seni (KJL),KG6,Kwasa Sentral,3.4
KJ15,KL Sentral (KJL),KG6,Kwasa Sentral,3.7
KJ16,Bangsar,KG6,Kwasa Sentral,4
KJ17,Abdullah Hukum,KG6,Kwasa Sentral,4.3
KJ18,Kerinchi,KG6,Kwasa Sentral,4.4
KJ19,Universiti,KG6,Kwasa Sentral,4.6
KJ20,Taman Jaya,KG6,Kwasa Sentral,5.1
KJ21,Asia Jaya,KG6,Kwasa Sentral,5.3
KJ22,Taman Paramount,KG6,Kwasa Sentral,5.2
KJ23,Taman Bahagia,KG6,Kwasa Sentral,5.5
KJ24,Kelana Jaya,KG6,Kwasa Sentral,5.7
KJ25,Lembah Subang,KG6,Kwasa Sentral,5.5
KJ26,Ara Damansara,KG6,Kwasa Sentral,5.6
KJ27,Glenmarie,KG6,Kwasa Sentral,5.8
KJ28,Subang Jaya,KG6,Kwasa Sentral,6.1
KJ29,SS 15,KG6,Kwasa Sentral,5.7
KJ30,SS 18,KG6,Kwasa Sentral,5.8
KJ31,USJ 7 (KJL),KG6,Kwasa Sentral,6.1
KJ32,Taipan,KG6,Kwasa Sentral,6.2
KJ33,Wawasan,KG6,Kwasa Sentral,5.6
KJ34,USJ 21,KG6,Kwasa Sentral,5.7
KJ35,Alam Megah,KG6,Kwasa Sentral,5.9
KJ36,Subang Alam,KG6,Kwasa Sentral,6
KJ37,Putra Heights (KJL),KG6,Kwasa Sentral,6.2
KG4,Sungai Buloh,KG6,Kwasa Sentral,2
KG5,Kampung Selamat,KG6,Kwasa Sentral,1.8
KG5A,Kwasa Damansara,KG6,Kwasa Sentral,1.1
KG6,Kwasa Sentral,KG6,Kwasa Sentral,0
KG7,Kota Damansara,KG6,Kwasa Sentral,1.6
KG8,Surian,KG6,Kwasa Sentral,1.9
KG9,Mutiara Damansara,KG6,Kwasa Sentral,2.3
KG10,Bandar Utama,KG6,Kwasa Sentral,2.6
KG12,TTDI,KG6,Kwasa Sentral,2.8
KG12A,Phileo Damansara,KG6,Kwasa Sentral,3
KG13,Pusat Bandar Damansara,KG6,Kwasa Sentral,3.1
KG14,Semantan,KG6,Kwasa Sentral,3.3
KG15,Muzium Negara,KG6,Kwasa Sentral,3.8
KG16,Pasar Seni (SBK),KG6,Kwasa Sentral,3.4
KG17,Merdeka,KG6,Kwasa Sentral,3.4
KG18A,Bukit Bintang,KG6,Kwasa Sentral,3.6
KG20,Tun Razak Exchange (TRX),KG6,Kwasa Sentral,3.8
KG21,Cochrane,KG6,Kwasa Sentral,3.2
KG22,Maluri (SBK),KG6,Kwasa Sentral,3.3
KG23,Taman Pertama,KG6,Kwasa Sentral,3.4
KG24,Taman Midah,KG6,Kwasa Sentral,3.5
KG25,Taman Mutiara,KG6,Kwasa Sentral,3.7
KG26,Taman Connaught,KG6,Kwasa Sentral,3.8
KG27,Taman Suntex,KG6,Kwasa Sentral,4
KG28,Sri Raya,KG6,Kwasa Sentral,4.1
KG29,Bandar Tun Hussein Onn,KG6,Kwasa Sentral,4.3
KG30,Batu 11 Cheras,KG6,Kwasa Sentral,4.4
KG31,Bukit Dukung,KG6,Kwasa Sentral,4.5
KG33,Sungai Jernih,KG6,Kwasa Sentral,4.8
KG34,Stadium Kajang,KG6,Kwasa Sentral,4.9
KG35,Kajang,KG6,Kwasa Sentral,5
KJ1,Gombak,KG7,Kota Damansara,6
KJ2,Taman Melati,KG7,Kota Damansara,5.7
KJ3,Wangsa Maju,KG7,Kota Damansara,5.8
KJ4,Sri Rampai,KG7,Kota Damansara,5.6
KJ5,Setiawangsa,KG7,Kota Damansara,5.5
KJ6,Jelatek,KG7,Kota Damansara,5.3
KJ7,Dato' Keramat,KG7,Kota Damansara,5.1
KJ8,Damai,KG7,Kota Damansara,5
KJ9,Ampang Park,KG7,Kota Damansara,4.7
KJ10,KLCC,KG7,Kota Damansara,4.5
KJ11,Kampung Baru,KG7,Kota Damansara,4.4
KJ12,Dang Wangi,KG7,Kota Damansara,4.1
KJ13,Masjid Jamek (KJL),KG7,Kota Damansara,3.8
KJ14,Pasar Seni (KJL),KG7,Kota Damansara,3.5
KJ15,KL Sentral (KJL),KG7,Kota Damansara,3.9
KJ16,Bangsar,KG7,Kota Damansara,4.2
KJ17,Abdullah Hukum,KG7,Kota Damansara,4.5
KJ18,Kerinchi,KG7,Kota Damansara,4.6
KJ19,Universiti,KG7,Kota Damansara,4.7
KJ20,Taman Jaya,KG7,Kota Damansara,5.3
KJ21,Asia Jaya,KG7,Kota Damansara,5.4
KJ22,Taman Paramount,KG7,Kota Damansara,5.4
KJ23,Taman Bahagia,KG7,Kota Damansara,5.6
KJ24,Kelana Jaya,KG7,Kota Damansara,5.8
KJ25,Lembah Subang,KG7,Kota Damansara,5.7
KJ26,Ara Damansara,KG7,Kota Damansara,5.8
KJ27,Glenmarie,KG7,Kota Damansara,6
KJ28,Subang Jaya,KG7,Kota Damansara,6.3
KJ29,SS 15,KG7,Kota Damansara,5.9
KJ30,SS 18,KG7,Kota Damansara,6
KJ31,USJ 7 (KJL),KG7,Kota Damansara,6.2
KJ32,Taipan,KG7,Kota Damansara,6.3
KJ33,Wawasan,KG7,Kota Damansara,5.8
KJ34,USJ 21,KG7,Kota Damansara,5.9
KJ35,Alam Megah,KG7,Kota Damansara,6
KJ36,Subang Alam,KG7,Kota Damansara,6.2
KJ37,Putra Heights (KJL),KG7,Kota Damansara,6.3
KG4,Sungai Buloh,KG7,Kota Damansara,2.6
KG5,Kampung Selamat,KG7,Kota Damansara,2.3
KG5A,Kwasa Damansara,KG7,Kota Damansara,1.8
KG6,Kwasa Sentral,KG7,Kota Damansara,1.6
KG7,Kota Damansara,KG7,Kota Damansara,0
KG8,Surian,KG7,Kota Damansara,1.3
KG9,Mutiara Damansara,KG7,Kota Damansara,1.8
KG10,Bandar Utama,KG7,Kota Damansara,2
KG12,TTDI,KG7,Kota Damansara,2.4
KG12A,Phileo Damansara,KG7,Kota Damansara,2.8
KG13,Pusat Bandar Damansara,KG7,Kota Damansara,3
KG14,Semantan,KG7,Kota Damansara,3.2
KG15,Muzium Negara,KG7,Kota Damansara,3.3
KG16,Pasar Seni (SBK),KG7,Kota Damansara,3.5
KG17,Merdeka,KG7,Kota Damansara,3.6
KG18A,Bukit Bintang,KG7,Kota Damansara,3.2
KG20,Tun Razak Exchange (TRX),KG7,Kota Damansara,3.4
KG21,Cochrane,KG7,Kota Damansara,3.6
KG22,Maluri (SBK),KG7,Kota Damansara,3.7
KG23,Taman Pertama,KG7,Kota Damansara,3.2
KG24,Taman Midah,KG7,Kota Damansara,3.2
KG25,Taman Mutiara,KG7,Kota Damansara,3.4
KG26,Taman Connaught,KG7,Kota Damansara,3.5
KG27,Taman Suntex,KG7,Kota Damansara,3.7
KG28,Sri Raya,KG7,Kota Damansara,3.9
KG29,Bandar Tun Hussein Onn,KG7,Kota Damansara,4
KG30,Batu 11 Cheras,KG7,Kota Damansara,4.1
KG31,Bukit Dukung,KG7,Kota Damansara,4.3
KG33,Sungai Jernih,KG7,Kota Damansara,4.6
KG34,Stadium Kajang,KG7,Kota Damansara,4.6
KG35,Kajang,KG7,Kota Damansara,4.8
KJ1,Gombak,KG8,Surian,5.7
KJ2,Taman Melati,KG8,Surian,5.5
KJ3,Wangsa Maju,KG8,Surian,5.6
KJ4,Sri Rampai,KG8,Surian,5.4
KJ5,Setiawangsa,KG8,Surian,5.2
KJ6,Jelatek,KG8,Surian,5
KJ7,Dato' Keramat,KG8,Surian,4.9
KJ8,Damai,KG8,Surian,4.7
KJ9,Ampang Park,KG8,Surian,4.5
KJ10,KLCC,KG8,Surian,4.3
KJ11,Kampung Baru,KG8,Surian,4.1
KJ12,Dang Wangi,KG8,Surian,3.9
KJ13,Masjid Jamek (KJL),KG8,Surian,3.6
KJ14,Pasar Seni (KJL),KG8,Surian,3.3
KJ15,KL Sentral (KJL),KG8,Surian,3.7
KJ16,Bangsar,KG8,Surian,3.9
KJ17,Abdullah Hukum,KG8,Surian,4.3
KJ18,Kerinchi,KG8,Surian,4.3
KJ19,Universiti,KG8,Surian,4.5
KJ20,Taman Jaya,KG8,Surian,5
